"year","ranking","artist","title"
1998,5,"LeAnn Rimes","How Do I Live"
1998,6,"Janet","Together Again"
1998,7,"K-Ci & JoJo","All My Life"
1998,8,"Elton John","Candle in the Wind 1997"
1998,9,"Usher","Nice & Slow"
1998,10,"Paula Cole","I Don't Want to Wait"
1998,11,"Third Eye Blind","How's It Going to Be"
1998,12,"Destiny's Child","No, No, No"
1998,13,"Celine Dion","My Heart Will Go On"
1998,14,"Will Smith","Gettin' Jiggy wit It"
1998,15,"Usher","You Make Me Wanna..."
1998,16,"Usher","My Way"
1998,17,"Mariah Carey","My All"
1998,18,"Monica","The First Night"
1998,19,"Puff Daddy featuring The Notorious B.I.G. and Mase","Been Around the World"
1998,20,"Sarah McLachlan","Adia"
1998,21,"Jennifer Paige","Crush"
1998,22,"Backstreet Boys","Everybody (Backstreet's Back)"
1998,23,"Aerosmith","I Don't Want to Miss a Thing"
1998,24,"Public Announcement","Body Bumpin' (Yippie-Yi-Yo)"
1998,25,"Faith Hill","This Kiss"
1998,26,"Uncle Sam","I Don't Ever Want to See You Again"
1998,27,"Montell Jordan featuring Master P and Silkk the Shocker","Let's Ride"
1998,28,"Marcy Playground","Sex and Candy"
1998,29,"Robyn","Show Me Love"
1998,30,"Boyz II Men","A Song for Mama"
1998,31,"Mase featuring Total","What You Want"
1998,32,"Madonna","Frozen"
1998,33,"Wyclef Jean","Gone till November"
1998,34,"LSG","My Body"
1998,35,"Chumbawamba","Tubthumping"
1998,36,"Lord Tariq and Peter Gunz","Deja Vu (Uptown Baby)"
1998,37,"'N Sync","I Want You Back"
1998,38,"Five","When the Lights Go Out"
1998,39,"Jon B.","They Don't Know"
1998,40,"Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal","Make 'Em Say Uhh!"
1998,41,"Nicole featuring Missy Elliott and Mocha","Make It Hot"
1998,42,"All Saints","Never Ever"
1998,43,"Janet Jackson featuring Blackstreet","I Get Lonely"
1998,44,"Mase featuring Kelly Price","Feel So Good"
1998,45,"Voices of Theory","Say It"
1998,46,"Billie Myers","Kiss the Rain"
1998,47,"Puff Daddy featuring Jimmy Page","Come with Me"
1998,48,"Sylk-E. Fyne featuring Chill","Romeo and Juliet"
1998,49,"Mýa and Sisqo","It's All About Me"
1998,50,"Hanson","I Will Come to You"
1998,51,"Barenaked Ladies","One Week"
1998,52,"K. P. & Envyi","Swing My Way"
1998,53,"Xscape","The Arms of the One Who Loves You"
1998,54,"Somethin' for the People featuring Trina & Tamara","My Love Is the Shhh!"
1998,55,"Tatyana Ali","Daydreamin'"
1998,56,"Dru Hill","We're Not Making Love No More"
1998,57,"Third Eye Blind","Semi-Charmed Life"
1998,58,"Lisa Loeb","I Do"
1998,59,"Mase featuring Puff Daddy","Lookin' at Me"
1998,60,"LeAnn Rimes","Looking Through Your Eyes"
1998,61,"Divine","Lately"
1998,62,"Backstreet Boys","Quit Playing Games (With My Heart)"
1998,63,"Next","I Still Love You"
1998,64,"INOJ","Time After Time"
1998,65,"Jimmy Ray","Are You Jimmy Ray?"
1998,66,"Ace of Base","Cruel Summer"
1998,67,"Master P featuring Sons of Funk","I Got the Hook Up"
1998,68,"Puff Daddy featuring The Notorious B.I.G. and Busta Rhymes","Victory"
1998,69,"Spice Girls","Too Much"
1998,70,"Pras Michel featuring Ol' Dirty Bastard and Mýa","Ghetto Supastar (That Is What You Are)"
1998,71,"Dru Hill featuring Redman","How Deep Is Your Love"
1998,72,"Kelly Price featuring R. Kelly and Ron Isley","Friend of Mine"
1998,73,"Busta Rhymes","Turn It Up (Remix)/Fire It Up"
1998,74,"Edwin McCain","I'll Be"
1998,75,"Madonna","Ray of Light"
1998,76,"Sister Hazel","All for You"
1998,77,"Monifah","Touch It"
1998,78,"The LOX featuring DMX and Lil' Kim","Money, Power & Respect"
1998,79,"The Verve","Bitter Sweet Symphony"
1998,80,"Busta Rhymes","Dangerous"
1998,81,"Spice Girls","Spice Up Your Life"
1998,82,"98 Degrees","Because of You"
1998,83,"Loreena McKennitt","The Mummers' Dance"
1998,84,"Allure featuring 112","All Cried Out"
1998,85,"Big Pun featuring Joe","Still Not a Player"
1998,86,"Aaliyah","The One I Gave My Heart To"
1998,87,"Jewel","Foolish Games"" / ""You Were Meant for Me"
1998,88,"INOJ","Love You Down"
1998,89,"2Pac featuring Eric Williams","Do for Love"
1998,90,"Luke featuring No Good But So Good","Raise the Roof"
1998,91,"Nu Flavor","Heaven"
1998,92,"Jermaine Dupri featuring Da Brat and Usher","The Party Continues"
1998,93,"Missy Elliott featuring Da Brat","Sock It 2 Me"
1998,94,"Next","Butta Love"
1998,95,"Aretha Franklin","A Rose Is Still a Rose"
1998,96,"Boyz II Men","4 Seasons of Loneliness"
1998,97,"LL Cool J","Father"
1998,98,"Gerald Levert","Thinkin' Bout It"
1998,99,"Deborah Cox","Nobody's Supposed to Be Here"
1998,100,"TQ","Westside"
1999,1,"Cher","Believe"
1999,2,"TLC","No Scrubs"
1999,3,"Monica","Angel of Mine"
1999,4,"Whitney Houston featuring Faith Evans and Kelly Price","Heartbreak Hotel"
1999,5,"Britney Spears","...Baby One More Time"
1999,6,"Sixpence None the Richer","Kiss Me"
1999,7,"Christina Aguilera","Genie in a Bottle"
1999,8,"Sugar Ray","Every Morning"
1999,9,"Deborah Cox","Nobody's Supposed to Be Here"
1999,10,"Ricky Martin","Livin' la Vida Loca"
1999,11,"702","Where My Girls At?"
1999,12,"Jennifer Lopez","If You Had My Love"
1999,13,"Goo Goo Dolls","Slide"
1999,14,"Brandy","Have You Ever?"
1999,15,"Backstreet Boys","I Want It That Way"
1999,16,"R. Kelly and Celine Dion","I'm Your Angel"
1999,17,"Smash Mouth","All Star"
1999,18,"Sarah McLachlan","Angel"
1999,19,"Santana featuring Rob Thomas","Smooth"
1999,20,"TLC","Unpretty"
1999,21,"Destiny's Child","Bills, Bills, Bills"
1999,22,"Eagle-Eye Cherry","Save Tonight"
1999,23,"Pearl Jam","Last Kiss"
1999,24,"Maxwell","Fortunate"
1999,25,"Backstreet Boys","All I Have to Give"
1999,26,"Enrique Iglesias","Bailamos"
1999,27,"Busta Rhymes featuring Janet","What's It Gonna Be?!"
1999,28,"Everlast","What It's Like"
1999,29,"Lenny Kravitz","Fly Away"
1999,30,"Sugar Ray","Someday"
1999,31,"Divine","Lately"
1999,32,"Shania Twain","That Don't Impress Me Much"
1999,33,"Will Smith featuring Dru Hill and Kool Moe Dee","Wild Wild West"
1999,34,"Red Hot Chili Peppers","Scar Tissue"
1999,35,"Mariah Carey featuring Jay-Z","Heartbreaker"
1999,36,"Mariah Carey","I Still Believe"
1999,37,"98 Degrees","The Hardest Thing"
1999,38,"LFO","Summer Girls"
1999,39,"Jay-Z featuring Amil and Ja Rule","Can I Get A..."
1999,40,"Third Eye Blind","Jumper"
1999,41,"Lauryn Hill","Doo Wop (That Thing)"
1999,42,"Lou Bega","Mambo No. 5"
1999,43,"Tyrese","Sweet Lady"
1999,44,"Whitney Houston","It's Not Right but It's Okay"
1999,45,"'N Sync","(God Must Have Spent) A Little More Time on You"
1999,46,"Shawn Mullins","Lullaby"
1999,47,"112 featuring Lil Zane","Anywhere"
1999,48,"K-Ci & JoJo","Tell Me It's Real"
1999,49,"Matchbox 20","Back 2 Good"
1999,50,"Blaque","808"
1999,51,"Tal Bachman","She's So High"
1999,52,"Ricky Martin","She's All I Ever Had"
1999,53,"Will Smith","Miami"
1999,54,"Jewel","Hands"
1999,55,"JT Money featuring Solé","Who Dat"
1999,56,"Tim McGraw","Please Remember Me"
1999,57,"Shania Twain","From This Moment On"
1999,58,"Faith Evans","Love Like This"
1999,59,"Jesse Powell","You"
1999,60,"Total featuring Missy Elliott","Trippin'"
1999,61,"Silk","If You"
1999,62,"Lauryn Hill","Ex-Factor"
1999,63,"Jordan Knight","Give It to You"
1999,64,"Goo Goo Dolls","Black Balloon"
1999,65,"Eric Benét featuring Tamia","Spend My Life with You"
1999,66,"Dru Hill","These Are the Times"
1999,67,"Mark Chesnutt","I Don't Want to Miss a Thing"
1999,68,"98 Degrees","I Do (Cherish You)"
1999,69,"98 Degrees","Because of You"
1999,70,"Sarah McLachlan","I Will Remember You"
1999,71,"Chanté Moore","Chanté's Got a Man"
1999,72,"Case","Happily Ever After"
1999,73,"Whitney Houston","My Love Is Your Love"
1999,74,"Faith Evans featuring Puff Daddy","All Night Long"
1999,75,"Juvenile featuring Mannie Fresh and Lil Wayne","Back That Azz Up"
1999,76,"Brandy","Almost Doesn't Count"
1999,77,"Shania Twain","Man! I Feel Like a Woman!"
1999,78,"Len","Steal My Sunshine"
1999,79,"Marc Anthony","I Need to Know"
1999,80,"Ginuwine","So Anxious"
1999,81,"Case featuring Joe","Faded Pictures"
1999,82,"Brian McKnight","Back at One"
1999,83,"R. Kelly","When a Woman's Fed Up"
1999,84,"Kenny Chesney","How Forever Feels"
1999,85,"Lonestar","Amazed"
1999,86,"Britney Spears","Sometimes"
1999,87,"Mo Thugs","Ghetto Cowboy"
1999,88,"Fastball","Out of My Head"
1999,89,"Jay-Z","Hard Knock Life (Ghetto Anthem)"
1999,90,"Naughty by Nature featuring Zhané","Jamboree"
1999,91,"Blackstreet featuring Mýa, Mase and Blinky Blink","Take Me There"
1999,92,"Joey McIntyre","Stay the Same"
1999,93,"Jo Dee Messina","A Lesson in Leavin'"
1999,94,"Goo Goo Dolls","Iris"
1999,95,"Puff Daddy featuring R. Kelly","Satisfy You"
1999,96,"Citizen King","Better Days (And the Bottom Drops Out)"
1999,97,"'N Sync and Gloria Estefan","Music of My Heart"
1999,98,"George Strait","Write This Down"
1999,99,"Whitney Houston and Mariah Carey","When You Believe"
1999,100,"Alabama and 'N Sync","(God Must Have Spent) A Little More Time on You"
2000,1,"Faith Hill","Breathe"
2000,2,"Santana featuring Rob Thomas","Smooth"
2000,3,"Santana featuring The Product G&B","Maria Maria"
2000,4,"Joe","I Wanna Know"
2000,5,"Vertical Horizon","Everything You Want"
2000,6,"Destiny's Child","Say My Name"
2000,7,"Savage Garden","I Knew I Loved You"
2000,8,"Lonestar","Amazed"
2000,9,"Matchbox Twenty","Bent"
2000,10,"Toni Braxton","He Wasn't Man Enough"
2000,11,"Creed","Higher"
2000,12,"Aaliyah","Try Again"
2000,13,"Destiny's Child","Jumpin', Jumpin'"
2000,14,"Sisqó","Thong Song"
2000,15,"3 Doors Down","Kryptonite"
2000,16,"Pink","There You Go"
2000,17,"Madonna","Music"
2000,18,"Janet Jackson","Doesn't Really Matter"
2000,19,"Christina Aguilera","What a Girl Wants"
2000,20,"Brian McKnight","Back at One"
2000,21,"'N Sync","Bye Bye Bye"
2000,22,"Marc Anthony","You Sang to Me"
2000,23,"Marc Anthony","I Need to Know"
2000,24,"Montell Jordan","Get It On Tonite"
2000,25,"Sisqó","Incomplete"
2000,26,"Macy Gray","I Try"
2000,27,"'N Sync","It's Gonna Be Me"
2000,28,"Celine Dion","That's The Way It Is"
2000,29,"Nelly","Country Grammar (Hot Shit)"
2000,30,"Blaque","Bring It All to Me"
2000,31,"Backstreet Boys","Show Me the Meaning of Being Lonely"
2000,32,"Missy Elliott featuring Nas, Eve and Q-Tip","Hot Boyz"
2000,33,"BBMak","Back Here"
2000,34,"Sonique","It Feels So Good"
2000,35,"Nine Days","Absolutely (Story of a Girl)"
2000,36,"Creed","With Arms Wide Open"
2000,37,"Enrique Iglesias","Be with You"
2000,38,"Christina Aguilera","Come On Over Baby (All I Want Is You)"
2000,39,"Ruff Endz","No More"
2000,40,"Blink 182","All The Small Things"
2000,41,"Faith Hill","The Way You Love Me"
2000,42,"Christina Aguilera","I Turn To You"
2000,43,"Third Eye Blind","Never Let You Go"
2000,44,"LeAnn Rimes","I Need You"
2000,45,"Mariah Carey featuring Joe and 98 Degrees","Thank God I Found You"
2000,46,"Jagged Edge","Let's Get Married"
2000,47,"Whitney Houston","My Love Is Your Love"
2000,48,"Smash Mouth","Then The Morning Comes"
2000,49,"Eiffel 65","Blue (Da Ba Dee)"
2000,50,"Sting featuring Cheb Mami","Desert Rose"
2000,51,"Eminem","The Real Slim Shady"
2000,52,"Pink","Most Girls"
2000,53,"Next","Wifey"
2000,54,"Everclear","Wonderful"
2000,55,"Britney Spears","Oops!... I Did It Again"
2000,56,"Jessica Simpson","I Wanna Love You Forever"
2000,57,"98 Degrees","Give Me Just One Night (Una Noche)"
2000,58,"Filter","Take a Picture"
2000,59,"Red Hot Chili Peppers","Otherside"
2000,60,"Jay-Z featuring UGK","Big Pimpin'"
2000,61,"Son by Four","A Puro Dolor"
2000,62,"Jagged Edge","He Can't Love U"
2000,63,"Avant","Separated"
2000,64,"Carl Thomas","I Wish"
2000,65,"Donell Jones","U Know What's Up"
2000,66,"soulDecision featuring Thrust","Faded"
2000,67,"Kid Rock","Only God Knows Why"
2000,68,"Mystikal","Shake Ya Ass"
2000,69,"Erykah Badu","Bag Lady"
2000,70,"Train","Meet Virginia"
2000,71,"DMX","Party Up (Up in Here)"
2000,72,"Mýa","Case of the Ex"
2000,73,"Dr. Dre featuring Eminem","Forgot About Dre"
2000,74,"Jo Dee Messina","That's the Way"
2000,75,"Westlife","Swear It Again"
2000,76,"Dr. Dre featuring Snoop Dogg","The Next Episode"
2000,77,"Britney Spears","From the Bottom of My Broken Heart"
2000,78,"Savage Garden","Crash and Burn"
2000,79,"Chad Brock","Yes!"
2000,80,"George Strait","The Best Day"
2000,81,"Donell Jones","Where I Wanna Be"
2000,82,"Toby Keith","How Do You Like Me Now?!"
2000,83,"Tim McGraw","My Best Friend"
2000,84,"Goo Goo Dolls","Broadway"
2000,85,"Da Brat featuring Tyrese","What'chu Like"
2000,86,"Kandi","Don't Think I'm Not"
2000,87,"Lee Ann Womack","I Hope You Dance"
2000,88,"Alice Deejay","Better Off Alone"
2000,89,"Debelah Morgan","Dance with Me"
2000,90,"Lonestar","What About Now"
2000,91,"Sammie","I Like It"
2000,92,"Kevon Edmonds","24/7"
2000,93,"LFO","Girl on TV"
2000,94,"Lil' Bow Wow featuring Xscape","Bounce with Me"
2000,95,"Dixie Chicks","Cowboy Take Me Away"
2000,96,"Aaliyah","I Don't Wanna"
2000,97,"Destiny's Child","Independent Women"
2000,98,"Samantha Mumba","Gotta Tell You"
2000,99,"Jennifer Lopez","Waiting for Tonight"
2000,100,"Mary Mary","Shackles (Praise You)"
2001,1,"Lifehouse","Hanging by a Moment"
2001,2,"Alicia Keys","Fallin'"
2001,3,"Janet Jackson","All for You"
2001,4,"Train","Drops of Jupiter (Tell Me)"
2001,5,"Jennifer Lopez featuring Ja Rule","I'm Real (Murder Remix)"
2001,6,"Matchbox Twenty","If You're Gone"
2001,7,"Eve featuring Gwen Stefani","Let Me Blow Ya Mind"
2001,8,"Dido","Thank You"
2001,9,"Lenny Kravitz","Again"
2001,10,"Destiny's Child","Independent Women"
2001,11,"Blu Cantrell","Hit 'Em Up Style (Oops!)"
2001,12,"Shaggy featuring Rikrok","It Wasn't Me"
2001,13,"Joe featuring Mystikal","Stutter"
2001,14,"Staind","It's Been Awhile"
2001,15,"Usher","U Remind Me"
2001,16,"Jagged Edge featuring Nelly","Where the Party At"
2001,17,"Shaggy featuring Rayvon","Angel"
2001,18,"Nelly featuring City Spud","Ride wit Me"
2001,19,"Uncle Kracker","Follow Me"
2001,20,"112","Peaches & Cream"
2001,21,"Incubus","Drive"
2001,22,"City High","What Would You Do?"
2001,23,"Destiny's Child","Survivor"
2001,24,"Christina Aguilera, Lil' Kim, Mýa and Pink","Lady Marmalade"
2001,25,"OutKast","Ms. Jackson"
2001,26,"Jennifer Lopez","Love Don't Cost a Thing"
2001,27,"Faith Hill","The Way You Love Me"
2001,28,"Dream","He Loves U Not"
2001,29,"Crazy Town","Butterfly"
2001,30,"Ja Rule featuring Lil' Mo and Vita","Put It on Me"
2001,31,"Mary J. Blige","Family Affair"
2001,32,"Lee Ann Womack","I Hope You Dance"
2001,33,"Moby featuring Gwen Stefani","South Side"
2001,34,"Madonna","Don't Tell Me"
2001,35,"Missy Elliott","Get Ur Freak On"
2001,36,"K-Ci & JoJo","Crazy"
2001,37,"Craig David","Fill Me In"
2001,38,"Janet Jackson","Someone to Call My Lover"
2001,39,"Creed","With Arms Wide Open"
2001,40,"Mýa","Case of the Ex"
2001,41,"O-Town","All or Nothing"
2001,42,"Destiny's Child","Bootylicious"
2001,43,"Nelly Furtado","I'm Like a Bird"
2001,44,"3 Doors Down","Kryptonite"
2001,45,"R. Kelly featuring Jay-Z","Fiesta"
2001,46,"Sugar Ray","When It's Over"
2001,47,"Aerosmith","Jaded"
2001,48,"Jagged Edge","Promise"
2001,49,"Case","Missing You"
2001,50,"Ginuwine","Differences"
2001,51,"'N Sync","This I Promise You"
2001,52,"Jay-Z","Izzo (H.O.V.A.)"
2001,53,"Lil' Mo featuring Fabolous","Superwoman Pt. II"
2001,54,"Evan and Jaron","Crazy for This Girl"
2001,55,"Ricky Martin and Christina Aguilera","Nobody Wants to Be Lonely"
2001,56,"Jay-Z","I Just Wanna Love U (Give It 2 Me)"
2001,57,"Missy Elliott featuring Ludacris","One Minute Man"
2001,58,"Mystikal featuring Nivea","Danger (Been So Long)"
2001,59,"Enya","Only Time"
2001,60,"Toya","I Do!!"
2001,61,"S Club 7","Never Had a Dream Come True"
2001,62,"Tamia","Stranger in My House"
2001,63,"Jessica Simpson","Irresistible"
2001,64,"Sunshine Anderson","Heard It All Before"
2001,65,"Dave Matthews Band","The Space Between"
2001,66,"Faith Hill","There You'll Be"
2001,67,"Musiq Soulchild","Love"
2001,68,"112","It's Over Now"
2001,69,"3LW","No More (Baby I'ma Do Right)"
2001,70,"Nelly Furtado","Turn Off the Light"
2001,71,"Brooks & Dunn","Ain't Nothing 'bout You"
2001,72,"Jennifer Lopez","Play"
2001,73,"Lonestar","I'm Already There"
2001,74,"Lil' Romeo","My Baby"
2001,75,"U2","Beautiful Day"
2001,76,"Blake Shelton","Austin"
2001,77,"Ludacris","Southern Hospitality"
2001,78,"Tim McGraw","Grown Men Don't Cry"
2001,79,"Ja Rule featuring Case","Livin' It Up"
2001,80,"Mariah Carey featuring Cameo","Loverboy"
2001,81,"The Isley Brothers featuring R. Kelly and Chanté Moore","Contagious"
2001,82,"Jessica Andrews","Who I Am"
2001,83,"Erick Sermon featuring Marvin Gaye","Music"
2001,84,"Willa Ford","I Wanna Be Bad"
2001,85,"Kenny Chesney","Don't Happen Twice"
2001,86,"Diamond Rio","One More Day"
2001,87,"R. Kelly","I Wish"
2001,88,"Travis Tritt","It's a Great Day to Be Alive"
2001,89,"Trick Daddy","I'm a Thug"
2001,90,"Eve 6","Here's to the Night"
2001,91,"Toby Keith","You Shouldn't Kiss Me Like This"
2001,92,"Eden's Crush","Get Over Yourself"
2001,93,"Debelah Morgan","Dance with Me"
2001,94,"Outkast","So Fresh So Clean"
2001,95,"Nelly","E.I."
2001,96,"3 Doors Down","Be Like That"
2001,97,"Pink","Most Girls"
2001,98,"Nas and Bravehearts","Oochie Wally"
2001,99,"Enrique Iglesias","Hero"
2001,100,"Fuel","Hemorrhage (In My Hands)"
2002,1,"Nickelback","How You Remind Me"
2002,2,"Ashanti","Foolish"
2002,3,"Nelly","Hot in Herre"
2002,4,"Nelly featuring Kelly Rowland","Dilemma"
2002,5,"The Calling","Wherever You Will Go"
2002,6,"Vanessa Carlton","A Thousand Miles"
2002,7,"Linkin Park","In the End"
2002,8,"Fat Joe featuring Ashanti","What's Luv?"
2002,9,"Usher","U Got It Bad"
2002,10,"Puddle of Mudd","Blurry"
2002,11,"Avril Lavigne","Complicated"
2002,12,"Ja Rule featuring Ashanti","Always on Time"
2002,13,"Jennifer Lopez featuring Ja Rule","Ain't It Funny"
2002,14,"Jimmy Eat World","The Middle"
2002,15,"P. Diddy featuring Usher and Loon","I Need a Girl (Part One)"
2002,16,"Usher","U Don't Have to Call"
2002,17,"Mary J. Blige","Family Affair"
2002,18,"P. Diddy featuring Ginuwine, Loon and Mario Winans","I Need a Girl (Part Two)"
2002,19,"Eve featuring Alicia Keys","Gangsta Lovin'"
2002,20,"Creed","My Sacrifice"
2002,21,"Eminem","Without Me"
2002,22,"Enrique Iglesias","Hero"
2002,23,"Michelle Branch","All You Wanted"
2002,24,"Pink","Get the Party Started"
2002,25,"Chad Kroeger featuring Josey Scott","Hero"
2002,26,"Default","Wasting My Time"
2002,27,"Creed","One Last Breath"
2002,28,"Shakira","Whenever, Wherever"
2002,29,"Jennifer Lopez featuring Nas","I'm Gonna Be Alright"
2002,30,"Cam'ron featuring Juelz Santana","Oh Boy"
2002,31,"DJ Sammy featuring Yanou and Do","Heaven"
2002,32,"No Doubt featuring Bounty Killer","Hey Baby"
2002,33,"'N Sync featuring Nelly","Girlfriend"
2002,34,"Mario","Just a Friend 2002"
2002,35,"Sheryl Crow","Soak Up the Sun"
2002,36,"Pink","Don't Let Me Get Me"
2002,37,"N.O.R.E.","Nothin'"
2002,38,"Tweet featuring Missy Elliott","Oops (Oh My)"
2002,39,"Kelly Clarkson","A Moment Like This"
2002,40,"Truth Hurts featuring Rakim","Addictive"
2002,41,"Ashanti","Happy"
2002,42,"John Mayer","No Such Thing"
2002,43,"Pink","Just Like a Pill"
2002,44,"Ja Rule featuring Ashanti, Charli Baltimore and Vita","Down 4 U"
2002,45,"Kylie Minogue","Can't Get You Out of My Head"
2002,46,"Five for Fighting","Superman (It's Not Easy)"
